q1,q2,q3,q4,q5,q6
-3.833494675701842880e-01,-2.555663117134556739e-01,-3.833494675701842880e-01,-3.194578896418203140e-01,-3.833494675701842880e-01,-2.555663117134556739e-01,-3.833494675701842880e-01
-3.872216844143276937e-01,-2.581477896095512037e-01,-3.872216844143276937e-01,-3.226847370119396707e-01,-3.872216844143276937e-01,-2.581477896095512037e-01,-3.872216844143276937e-01
-3.910939012584710994e-01,-2.607292675056469555e-01,-3.910939012584710994e-01,-3.259115843820592495e-01,-3.910939012584710994e-01,-2.607292675056469555e-01,-3.910939012584710994e-01
-3.949661181026140611e-01,-2.633107454017424853e-01,-3.949661181026140611e-01,-3.291384317521786063e-01,-3.949661181026140611e-01,-2.633107454017424853e-01,-3.949661181026140611e-01
-3.988383349467574668e-01,-2.658922232978380151e-01,-3.988383349467574668e-01,-3.323652791222981850e-01,-3.988383349467574668e-01,-2.658922232978380151e-01,-3.988383349467574668e-01
-4.027105517909004284e-01,-2.684737011939333229e-01,-4.027105517909004284e-01,-3.355921264924170977e-01,-4.027105517909004284e-01,-2.684737011939333229e-01,-4.027105517909004284e-01
-4.065827686350438341e-01,-2.710551790900288527e-01,-4.065827686350438341e-01,-3.388189738625366765e-01,-4.065827686350438341e-01,-2.710551790900288527e-01,-4.065827686350438341e-01
-4.104549854791872399e-01,-2.736366569861243825e-01,-4.104549854791872399e-01,-3.420458212326562553e-01,-4.104549854791872399e-01,-2.736366569861243825e-01,-4.104549854791872399e-01
-4.143272023233306456e-01,-2.762181348822199123e-01,-4.143272023233306456e-01,-3.452726686027753900e-01,-4.143272023233306456e-01,-2.762181348822199123e-01,-4.143272023233306456e-01
-4.181994191674740513e-01,-2.787996127783156641e-01,-4.181994191674740513e-01,-3.484995159728949687e-01,-4.181994191674740513e-01,-2.787996127783156641e-01,-4.181994191674740513e-01
-4.220716360116165689e-01,-2.813810906744111939e-01,-4.220716360116165689e-01,-3.517263633430145475e-01,-4.220716360116165689e-01,-2.813810906744111939e-01,-4.220716360116165689e-01
-4.259438528557599746e-01,-2.839625685705062796e-01,-4.259438528557599746e-01,-3.549532107131336822e-01,-4.259438528557599746e-01,-2.839625685705062796e-01,-4.259438528557599746e-01
-4.298160696999033803e-01,-2.865440464666018094e-01,-4.298160696999033803e-01,-3.581800580832528169e-01,-4.298160696999033803e-01,-2.865440464666018094e-01,-4.298160696999033803e-01
-4.336882865440467860e-01,-2.891255243626975613e-01,-4.336882865440467860e-01,-3.614069054533723957e-01,-4.336882865440467860e-01,-2.891255243626975613e-01,-4.336882865440467860e-01
-4.375605033881901917e-01,-2.917070022587930911e-01,-4.375605033881901917e-01,-3.646337528234919745e-01,-4.375605033881901917e-01,-2.917070022587930911e-01,-4.375605033881901917e-01
-4.414327202323335975e-01,-2.942884801548886209e-01,-4.414327202323335975e-01,-3.678606001936115533e-01,-4.414327202323335975e-01,-2.942884801548886209e-01,-4.414327202323335975e-01
-4.453049370764761150e-01,-2.968699580509843727e-01,-4.453049370764761150e-01,-3.710874475637311320e-01,-4.453049370764761150e-01,-2.968699580509843727e-01,-4.453049370764761150e-01
-4.491771539206195207e-01,-2.994514359470794584e-01,-4.491771539206195207e-01,-3.743142949338498227e-01,-4.491771539206195207e-01,-2.994514359470794584e-01,-4.491771539206195207e-01
-4.530493707647629265e-01,-3.020329138431749882e-01,-4.530493707647629265e-01,-3.775411423039694014e-01,-4.530493707647629265e-01,-3.020329138431749882e-01,-4.530493707647629265e-01
-4.569215876089063322e-01,-3.046143917392705180e-01,-4.569215876089063322e-01,-3.807679896740889802e-01,-4.569215876089063322e-01,-3.046143917392705180e-01,-4.569215876089063322e-01
-4.607938044530497379e-01,-3.071958696353662699e-01,-4.607938044530497379e-01,-3.839948370442085590e-01,-4.607938044530497379e-01,-3.071958696353662699e-01,-4.607938044530497379e-01
-4.646660212971931436e-01,-3.097773475314617997e-01,-4.646660212971931436e-01,-3.872216844143276937e-01,-4.646660212971931436e-01,-3.097773475314617997e-01,-4.646660212971931436e-01
-4.685382381413361053e-01,-3.123588254275573295e-01,-4.685382381413361053e-01,-3.904485317844472725e-01,-4.685382381413361053e-01,-3.123588254275573295e-01,-4.685382381413361053e-01
-4.724104549854795110e-01,-3.149403033236526372e-01,-4.724104549854795110e-01,-3.936753791545664072e-01,-4.724104549854795110e-01,-3.149403033236526372e-01,-4.724104549854795110e-01
-4.762826718296229167e-01,-3.175217812197481670e-01,-4.762826718296229167e-01,-3.969022265246859860e-01,-4.762826718296229167e-01,-3.175217812197481670e-01,-4.762826718296229167e-01
-4.801548886737663224e-01,-3.201032591158436968e-01,-4.801548886737663224e-01,-4.001290738948051207e-01,-4.801548886737663224e-01,-3.201032591158436968e-01,-4.801548886737663224e-01
-4.840271055179097281e-01,-3.226847370119392266e-01,-4.840271055179097281e-01,-4.033559212649246994e-01,-4.840271055179097281e-01,-3.226847370119392266e-01,-4.840271055179097281e-01
-4.878993223620531339e-01,-3.252662149080349785e-01,-4.878993223620531339e-01,-4.065827686350442782e-01,-4.878993223620531339e-01,-3.252662149080349785e-01,-4.878993223620531339e-01
-4.917715392061956514e-01,-3.278476928041300642e-01,-4.917715392061956514e-01,-4.098096160051629688e-01,-4.917715392061956514e-01,-3.278476928041300642e-01,-4.917715392061956514e-01
-4.956437560503390571e-01,-3.304291707002255940e-01,-4.956437560503390571e-01,-4.130364633752825476e-01,-4.956437560503390571e-01,-3.304291707002255940e-01,-4.956437560503390571e-01
-4.995159728944824629e-01,-3.330106485963213458e-01,-4.995159728944824629e-01,-4.162633107454021264e-01,-4.995159728944824629e-01,-3.330106485963213458e-01,-4.995159728944824629e-01
-5.033881897386258686e-01,-3.355921264924168756e-01,-5.033881897386258686e-01,-4.194901581155217052e-01,-5.033881897386258686e-01,-3.355921264924168756e-01,-5.033881897386258686e-01
-5.072604065827692743e-01,-3.381736043885124054e-01,-5.072604065827692743e-01,-4.227170054856412840e-01,-5.072604065827692743e-01,-3.381736043885124054e-01,-5.072604065827692743e-01
-5.111326234269117919e-01,-3.407550822846079353e-01,-5.111326234269117919e-01,-4.259438528557604187e-01,-5.111326234269117919e-01,-3.407550822846079353e-01,-5.111326234269117919e-01
-5.150048402710551976e-01,-3.433365601807032430e-01,-5.150048402710551976e-01,-4.291707002258795534e-01,-5.150048402710551976e-01,-3.433365601807032430e-01,-5.150048402710551976e-01
-5.188770571151986033e-01,-3.459180380767987728e-01,-5.188770571151986033e-01,-4.323975475959991321e-01,-5.188770571151986033e-01,-3.459180380767987728e-01,-5.188770571151986033e-01
-5.227492739593420090e-01,-3.484995159728943026e-01,-5.227492739593420090e-01,-4.356243949661187109e-01,-5.227492739593420090e-01,-3.484995159728943026e-01,-5.227492739593420090e-01
-5.266214908034854147e-01,-3.510809938689898324e-01,-5.266214908034854147e-01,-4.388512423362378456e-01,-5.266214908034854147e-01,-3.510809938689898324e-01,-5.266214908034854147e-01
-5.304937076476288205e-01,-3.536624717650855843e-01,-5.304937076476288205e-01,-4.420780897063574244e-01,-5.304937076476288205e-01,-3.536624717650855843e-01,-5.304937076476288205e-01
-5.343659244917717821e-01,-3.562439496611811141e-01,-5.343659244917717821e-01,-4.453049370764770032e-01,-5.343659244917717821e-01,-3.562439496611811141e-01,-5.343659244917717821e-01
-5.382381413359147437e-01,-3.588254275572761998e-01,-5.382381413359147437e-01,-4.485317844465961379e-01,-5.382381413359147437e-01,-3.588254275572761998e-01,-5.382381413359147437e-01
-5.421103581800581495e-01,-3.614069054533719516e-01,-5.421103581800581495e-01,-4.517586318167152726e-01,-5.421103581800581495e-01,-3.614069054533719516e-01,-5.421103581800581495e-01
-5.459825750242015552e-01,-3.639883833494674814e-01,-5.459825750242015552e-01,-4.549854791868348514e-01,-5.459825750242015552e-01,-3.639883833494674814e-01,-5.459825750242015552e-01
-5.498547918683449609e-01,-3.665698612455630112e-01,-5.498547918683449609e-01,-4.582123265569544301e-01,-5.498547918683449609e-01,-3.665698612455630112e-01,-5.498547918683449609e-01
-5.537270087124883666e-01,-3.691513391416585410e-01,-5.537270087124883666e-01,-4.614391739270740089e-01,-5.537270087124883666e-01,-3.691513391416585410e-01,-5.537270087124883666e-01
-5.575992255566313283e-01,-3.717328170377542929e-01,-5.575992255566313283e-01,-4.646660212971935877e-01,-5.575992255566313283e-01,-3.717328170377542929e-01,-5.575992255566313283e-01
-5.614714424007747340e-01,-3.743142949338493786e-01,-5.614714424007747340e-01,-4.678928686673122783e-01,-5.614714424007747340e-01,-3.743142949338493786e-01,-5.614714424007747340e-01
-5.653436592449181397e-01,-3.768957728299449084e-01,-5.653436592449181397e-01,-4.711197160374318571e-01,-5.653436592449181397e-01,-3.768957728299449084e-01,-5.653436592449181397e-01
-5.692158760890615454e-01,-3.794772507260406602e-01,-5.692158760890615454e-01,-4.743465634075514359e-01,-5.692158760890615454e-01,-3.794772507260406602e-01,-5.692158760890615454e-01
-5.730880929332049512e-01,-3.820587286221361900e-01,-5.730880929332049512e-01,-4.775734107776710147e-01,-5.730880929332049512e-01,-3.820587286221361900e-01,-5.730880929332049512e-01
-5.769603097773483569e-01,-3.846402065182317198e-01,-5.769603097773483569e-01,-4.808002581477901494e-01,-5.769603097773483569e-01,-3.846402065182317198e-01,-5.769603097773483569e-01
-5.808325266214908744e-01,-3.872216844143272496e-01,-5.808325266214908744e-01,-4.840271055179097281e-01,-5.808325266214908744e-01,-3.872216844143272496e-01,-5.808325266214908744e-01
-5.847047434656342801e-01,-3.898031623104225574e-01,-5.847047434656342801e-01,-4.872539528880288628e-01,-5.847047434656342801e-01,-3.898031623104225574e-01,-5.847047434656342801e-01
-5.885769603097776859e-01,-3.923846402065180872e-01,-5.885769603097776859e-01,-4.904808002581479975e-01,-5.885769603097776859e-01,-3.923846402065180872e-01,-5.885769603097776859e-01
-5.924491771539210916e-01,-3.949661181026136170e-01,-5.924491771539210916e-01,-4.937076476282675763e-01,-5.924491771539210916e-01,-3.949661181026136170e-01,-5.924491771539210916e-01
-5.963213939980644973e-01,-3.975475959987091468e-01,-5.963213939980644973e-01,-4.969344949983871551e-01,-5.963213939980644973e-01,-3.975475959987091468e-01,-5.963213939980644973e-01
-6.001936108422070149e-01,-4.001290738948048986e-01,-6.001936108422070149e-01,-5.001613423685067339e-01,-6.001936108422070149e-01,-4.001290738948048986e-01,-6.001936108422070149e-01
-6.040658276863504206e-01,-4.027105517908999843e-01,-6.040658276863504206e-01,-5.033881897386254245e-01,-6.040658276863504206e-01,-4.027105517908999843e-01,-6.040658276863504206e-01
-6.079380445304938263e-01,-4.052920296869955141e-01,-6.079380445304938263e-01,-5.066150371087450033e-01,-6.079380445304938263e-01,-4.052920296869955141e-01,-6.079380445304938263e-01
-6.118102613746372320e-01,-4.078735075830912660e-01,-6.118102613746372320e-01,-5.098418844788645821e-01,-6.118102613746372320e-01,-4.078735075830912660e-01,-6.118102613746372320e-01
-6.156824782187806377e-01,-4.104549854791867958e-01,-6.156824782187806377e-01,-5.130687318489841608e-01,-6.156824782187806377e-01,-4.104549854791867958e-01,-6.156824782187806377e-01
-6.195546950629240435e-01,-4.130364633752823256e-01,-6.195546950629240435e-01,-5.162955792191037396e-01,-6.195546950629240435e-01,-4.130364633752823256e-01,-6.195546950629240435e-01
-6.234269119070670051e-01,-4.156179412713778554e-01,-6.234269119070670051e-01,-5.195224265892228743e-01,-6.234269119070670051e-01,-4.156179412713778554e-01,-6.234269119070670051e-01
-6.272991287512104108e-01,-4.181994191674731631e-01,-6.272991287512104108e-01,-5.227492739593420090e-01,-6.272991287512104108e-01,-4.181994191674731631e-01,-6.272991287512104108e-01
-6.311713455953538165e-01,-4.207808970635686929e-01,-6.311713455953538165e-01,-5.259761213294615878e-01,-6.311713455953538165e-01,-4.207808970635686929e-01,-6.311713455953538165e-01
-6.350435624394972223e-01,-4.233623749596642227e-01,-6.350435624394972223e-01,-5.292029686995811666e-01,-6.350435624394972223e-01,-4.233623749596642227e-01,-6.350435624394972223e-01
-6.389157792836401839e-01,-4.259438528557599746e-01,-6.389157792836401839e-01,-5.324298160697003013e-01,-6.389157792836401839e-01,-4.259438528557599746e-01,-6.389157792836401839e-01
-6.427879961277835896e-01,-4.285253307518555044e-01,-6.427879961277835896e-01,-5.356566634398198801e-01,-6.427879961277835896e-01,-4.285253307518555044e-01,-6.427879961277835896e-01
-6.466602129719265513e-01,-4.311068086479510342e-01,-6.466602129719265513e-01,-5.388835108099394589e-01,-6.466602129719265513e-01,-4.311068086479510342e-01,-6.466602129719265513e-01
-6.505324298160699570e-01,-4.336882865440461199e-01,-6.505324298160699570e-01,-5.421103581800581495e-01,-6.505324298160699570e-01,-4.336882865440461199e-01,-6.505324298160699570e-01
-6.544046466602133627e-01,-4.362697644401418717e-01,-6.544046466602133627e-01,-5.453372055501777282e-01,-6.544046466602133627e-01,-4.362697644401418717e-01,-6.544046466602133627e-01
-6.582768635043567684e-01,-4.388512423362374015e-01,-6.582768635043567684e-01,-5.485640529202973070e-01,-6.582768635043567684e-01,-4.388512423362374015e-01,-6.582768635043567684e-01
-6.621490803485001742e-01,-4.414327202323329313e-01,-6.621490803485001742e-01,-5.517909002904168858e-01,-6.621490803485001742e-01,-4.414327202323329313e-01,-6.621490803485001742e-01
-6.660212971926435799e-01,-4.440141981284286832e-01,-6.660212971926435799e-01,-5.550177476605364646e-01,-6.660212971926435799e-01,-4.440141981284286832e-01,-6.660212971926435799e-01
-6.698935140367860974e-01,-4.465956760245242130e-01,-6.698935140367860974e-01,-5.582445950306560434e-01,-6.698935140367860974e-01,-4.465956760245242130e-01,-6.698935140367860974e-01
-6.737657308809295031e-01,-4.491771539206192987e-01,-6.737657308809295031e-01,-5.614714424007747340e-01,-6.737657308809295031e-01,-4.491771539206192987e-01,-6.737657308809295031e-01
-6.776379477250729089e-01,-4.517586318167148285e-01,-6.776379477250729089e-01,-5.646982897708943128e-01,-6.776379477250729089e-01,-4.517586318167148285e-01,-6.776379477250729089e-01
-6.815101645692163146e-01,-4.543401097128105803e-01,-6.815101645692163146e-01,-5.679251371410138916e-01,-6.815101645692163146e-01,-4.543401097128105803e-01,-6.815101645692163146e-01
-6.853823814133597203e-01,-4.569215876089061101e-01,-6.853823814133597203e-01,-5.711519845111330262e-01,-6.853823814133597203e-01,-4.569215876089061101e-01,-6.853823814133597203e-01
-6.892545982575022379e-01,-4.595030655050016399e-01,-6.892545982575022379e-01,-5.743788318812526050e-01,-6.892545982575022379e-01,-4.595030655050016399e-01,-6.892545982575022379e-01
-6.931268151016456436e-01,-4.620845434010971697e-01,-6.931268151016456436e-01,-5.776056792513721838e-01,-6.931268151016456436e-01,-4.620845434010971697e-01,-6.931268151016456436e-01
-6.969990319457890493e-01,-4.646660212971924775e-01,-6.969990319457890493e-01,-5.808325266214913185e-01,-6.969990319457890493e-01,-4.646660212971924775e-01,-6.969990319457890493e-01
-7.008712487899324550e-01,-4.672474991932880073e-01,-7.008712487899324550e-01,-5.840593739916104532e-01,-7.008712487899324550e-01,-4.672474991932880073e-01,-7.008712487899324550e-01
-7.047434656340758607e-01,-4.698289770893835371e-01,-7.047434656340758607e-01,-5.872862213617300320e-01,-7.047434656340758607e-01,-4.698289770893835371e-01,-7.047434656340758607e-01
-7.086156824782192665e-01,-4.724104549854792889e-01,-7.086156824782192665e-01,-5.905130687318496108e-01,-7.086156824782192665e-01,-4.724104549854792889e-01,-7.086156824782192665e-01
-7.124878993223622281e-01,-4.749919328815748187e-01,-7.124878993223622281e-01,-5.937399161019691896e-01,-7.124878993223622281e-01,-4.749919328815748187e-01,-7.124878993223622281e-01
-7.163601161665056338e-01,-4.775734107776699044e-01,-7.163601161665056338e-01,-5.969667634720878802e-01,-7.163601161665056338e-01,-4.775734107776699044e-01,-7.163601161665056338e-01
-7.202323330106490396e-01,-4.801548886737654342e-01,-7.202323330106490396e-01,-6.001936108422074589e-01,-7.202323330106490396e-01,-4.801548886737654342e-01,-7.202323330106490396e-01
-7.241045498547924453e-01,-4.827363665698611861e-01,-7.241045498547924453e-01,-6.034204582123270377e-01,-7.241045498547924453e-01,-4.827363665698611861e-01,-7.241045498547924453e-01
-7.279767666989358510e-01,-4.853178444659567159e-01,-7.279767666989358510e-01,-6.066473055824466165e-01,-7.279767666989358510e-01,-4.853178444659567159e-01,-7.279767666989358510e-01
-7.318489835430792567e-01,-4.878993223620522457e-01,-7.318489835430792567e-01,-6.098741529525661953e-01,-7.318489835430792567e-01,-4.878993223620522457e-01,-7.318489835430792567e-01
-7.357212003872217743e-01,-4.904808002581479975e-01,-7.357212003872217743e-01,-6.131010003226853300e-01,-7.357212003872217743e-01,-4.904808002581479975e-01,-7.357212003872217743e-01
-7.395934172313651800e-01,-4.930622781542430833e-01,-7.395934172313651800e-01,-6.163278476928044647e-01,-7.395934172313651800e-01,-4.930622781542430833e-01,-7.395934172313651800e-01
-7.434656340755085857e-01,-4.956437560503386131e-01,-7.434656340755085857e-01,-6.195546950629240435e-01,-7.434656340755085857e-01,-4.956437560503386131e-01,-7.434656340755085857e-01
-7.473378509196519914e-01,-4.982252339464341429e-01,-7.473378509196519914e-01,-6.227815424330431782e-01,-7.473378509196519914e-01,-4.982252339464341429e-01,-7.473378509196519914e-01
-7.512100677637953972e-01,-5.008067118425298947e-01,-7.512100677637953972e-01,-6.260083898031627569e-01,-7.512100677637953972e-01,-5.008067118425298947e-01,-7.512100677637953972e-01
-7.550822846079388029e-01,-5.033881897386254245e-01,-7.550822846079388029e-01,-6.292352371732823357e-01,-7.550822846079388029e-01,-5.033881897386254245e-01,-7.550822846079388029e-01
-7.589545014520813204e-01,-5.059696676347209543e-01,-7.589545014520813204e-01,-6.324620845434019145e-01,-7.589545014520813204e-01,-5.059696676347209543e-01,-7.589545014520813204e-01
-7.628267182962247261e-01,-5.085511455308160400e-01,-7.628267182962247261e-01,-6.356889319135206051e-01,-7.628267182962247261e-01,-5.085511455308160400e-01,-7.628267182962247261e-01
-7.666989351403681319e-01,-5.111326234269117919e-01,-7.666989351403681319e-01,-6.389157792836401839e-01,-7.666989351403681319e-01,-5.111326234269117919e-01,-7.666989351403681319e-01
-7.705711519845115376e-01,-5.137141013230073217e-01,-7.705711519845115376e-01,-6.421426266537597627e-01,-7.705711519845115376e-01,-5.137141013230073217e-01,-7.705711519845115376e-01
-7.744433688286549433e-01,-5.162955792191028515e-01,-7.744433688286549433e-01,-6.453694740238793415e-01,-7.744433688286549433e-01,-5.162955792191028515e-01,-7.744433688286549433e-01
-7.783155856727979049e-01,-5.188770571151986033e-01,-7.783155856727979049e-01,-6.485963213939989203e-01,-7.783155856727979049e-01,-5.188770571151986033e-01,-7.783155856727979049e-01
-7.821878025169408666e-01,-5.214585350112941331e-01,-7.821878025169408666e-01,-6.518231687641180550e-01,-7.821878025169408666e-01,-5.214585350112941331e-01,-7.821878025169408666e-01
-7.860600193610842723e-01,-5.240400129073892188e-01,-7.860600193610842723e-01,-6.550500161342371896e-01,-7.860600193610842723e-01,-5.240400129073892188e-01,-7.860600193610842723e-01
-7.899322362052276780e-01,-5.266214908034847486e-01,-7.899322362052276780e-01,-6.582768635043567684e-01,-7.899322362052276780e-01,-5.266214908034847486e-01,-7.899322362052276780e-01
-7.938044530493710838e-01,-5.292029686995805005e-01,-7.938044530493710838e-01,-6.615037108744763472e-01,-7.938044530493710838e-01,-5.292029686995805005e-01,-7.938044530493710838e-01
-7.976766698935144895e-01,-5.317844465956760303e-01,-7.976766698935144895e-01,-6.647305582445954819e-01,-7.976766698935144895e-01,-5.317844465956760303e-01,-7.976766698935144895e-01
-8.015488867376574511e-01,-5.343659244917715601e-01,-8.015488867376574511e-01,-6.679574056147150607e-01,-8.015488867376574511e-01,-5.343659244917715601e-01,-8.015488867376574511e-01
-8.054211035818008568e-01,-5.369474023878668678e-01,-8.054211035818008568e-01,-6.711842529848341954e-01,-8.054211035818008568e-01,-5.369474023878668678e-01,-8.054211035818008568e-01
-8.092933204259442626e-01,-5.395288802839623976e-01,-8.092933204259442626e-01,-6.744111003549533301e-01,-8.092933204259442626e-01,-5.395288802839623976e-01,-8.092933204259442626e-01
-8.131655372700876683e-01,-5.421103581800579274e-01,-8.131655372700876683e-01,-6.776379477250729089e-01,-8.131655372700876683e-01,-5.421103581800579274e-01,-8.131655372700876683e-01
-8.170377541142310740e-01,-5.446918360761534572e-01,-8.170377541142310740e-01,-6.808647950951924877e-01,-8.170377541142310740e-01,-5.446918360761534572e-01,-8.170377541142310740e-01
-8.209099709583744797e-01,-5.472733139722492091e-01,-8.209099709583744797e-01,-6.840916424653120664e-01,-8.209099709583744797e-01,-5.472733139722492091e-01,-8.209099709583744797e-01
-8.247821878025169973e-01,-5.498547918683447389e-01,-8.247821878025169973e-01,-6.873184898354316452e-01,-8.247821878025169973e-01,-5.498547918683447389e-01,-8.247821878025169973e-01
-8.286544046466604030e-01,-5.524362697644398246e-01,-8.286544046466604030e-01,-6.905453372055503358e-01,-8.286544046466604030e-01,-5.524362697644398246e-01,-8.286544046466604030e-01
-8.325266214908038087e-01,-5.550177476605353544e-01,-8.325266214908038087e-01,-6.937721845756699146e-01,-8.325266214908038087e-01,-5.550177476605353544e-01,-8.325266214908038087e-01
-8.363988383349472144e-01,-5.575992255566311062e-01,-8.363988383349472144e-01,-6.969990319457894934e-01,-8.363988383349472144e-01,-5.575992255566311062e-01,-8.363988383349472144e-01
-8.402710551790906202e-01,-5.601807034527266360e-01,-8.402710551790906202e-01,-7.002258793159090722e-01,-8.402710551790906202e-01,-5.601807034527266360e-01,-8.402710551790906202e-01
-8.441432720232340259e-01,-5.627621813488221658e-01,-8.441432720232340259e-01,-7.034527266860282069e-01,-8.441432720232340259e-01,-5.627621813488221658e-01,-8.441432720232340259e-01
-8.480154888673765434e-01,-5.653436592449179177e-01,-8.480154888673765434e-01,-7.066795740561477857e-01,-8.480154888673765434e-01,-5.653436592449179177e-01,-8.480154888673765434e-01
-8.518877057115199491e-01,-5.679251371410130034e-01,-8.518877057115199491e-01,-7.099064214262669203e-01,-8.518877057115199491e-01,-5.679251371410130034e-01,-8.518877057115199491e-01
-8.557599225556633549e-01,-5.705066150371085332e-01,-8.557599225556633549e-01,-7.131332687963864991e-01,-8.557599225556633549e-01,-5.705066150371085332e-01,-8.557599225556633549e-01
-8.596321393998067606e-01,-5.730880929332040630e-01,-8.596321393998067606e-01,-7.163601161665056338e-01,-8.596321393998067606e-01,-5.730880929332040630e-01,-8.596321393998067606e-01
-8.635043562439501663e-01,-5.756695708292998148e-01,-8.635043562439501663e-01,-7.195869635366252126e-01,-8.635043562439501663e-01,-5.756695708292998148e-01,-8.635043562439501663e-01
-8.673765730880931280e-01,-5.782510487253953446e-01,-8.673765730880931280e-01,-7.228138109067447914e-01,-8.673765730880931280e-01,-5.782510487253953446e-01,-8.673765730880931280e-01
-8.712487899322365337e-01,-5.808325266214908744e-01,-8.712487899322365337e-01,-7.260406582768643702e-01,-8.712487899322365337e-01,-5.808325266214908744e-01,-8.712487899322365337e-01
-8.751210067763799394e-01,-5.834140045175861822e-01,-8.751210067763799394e-01,-7.292675056469830608e-01,-8.751210067763799394e-01,-5.834140045175861822e-01,-8.751210067763799394e-01
-8.789932236205233451e-01,-5.859954824136817120e-01,-8.789932236205233451e-01,-7.324943530171026396e-01,-8.789932236205233451e-01,-5.859954824136817120e-01,-8.789932236205233451e-01
-8.828654404646663068e-01,-5.885769603097772418e-01,-8.828654404646663068e-01,-7.357212003872222184e-01,-8.828654404646663068e-01,-5.885769603097772418e-01,-8.828654404646663068e-01
-8.867376573088097125e-01,-5.911584382058727716e-01,-8.867376573088097125e-01,-7.389480477573417971e-01,-8.867376573088097125e-01,-5.911584382058727716e-01,-8.867376573088097125e-01
-8.906098741529526741e-01,-5.937399161019685234e-01,-8.906098741529526741e-01,-7.421748951274613759e-01,-8.906098741529526741e-01,-5.937399161019685234e-01,-8.906098741529526741e-01
-8.944820909970960798e-01,-5.963213939980640532e-01,-8.944820909970960798e-01,-7.454017424975805106e-01,-8.944820909970960798e-01,-5.963213939980640532e-01,-8.944820909970960798e-01
-8.983543078412394856e-01,-5.989028718941591389e-01,-8.983543078412394856e-01,-7.486285898676996453e-01,-8.983543078412394856e-01,-5.989028718941591389e-01,-8.983543078412394856e-01
-9.022265246853828913e-01,-6.014843497902548908e-01,-9.022265246853828913e-01,-7.518554372378192241e-01,-9.022265246853828913e-01,-6.014843497902548908e-01,-9.022265246853828913e-01
-9.060987415295262970e-01,-6.040658276863504206e-01,-9.060987415295262970e-01,-7.550822846079383588e-01,-9.060987415295262970e-01,-6.040658276863504206e-01,-9.060987415295262970e-01
-9.099709583736697027e-01,-6.066473055824459504e-01,-9.099709583736697027e-01,-7.583091319780579376e-01,-9.099709583736697027e-01,-6.066473055824459504e-01,-9.099709583736697027e-01
-9.138431752178122203e-01,-6.092287834785414802e-01,-9.138431752178122203e-01,-7.615359793481775164e-01,-9.138431752178122203e-01,-6.092287834785414802e-01,-9.138431752178122203e-01
-9.177153920619556260e-01,-6.118102613746367879e-01,-9.177153920619556260e-01,-7.647628267182966511e-01,-9.177153920619556260e-01,-6.118102613746367879e-01,-9.177153920619556260e-01
-9.215876089060990317e-01,-6.143917392707323177e-01,-9.215876089060990317e-01,-7.679896740884157857e-01,-9.215876089060990317e-01,-6.143917392707323177e-01,-9.215876089060990317e-01
-9.254598257502424374e-01,-6.169732171668278475e-01,-9.254598257502424374e-01,-7.712165214585353645e-01,-9.254598257502424374e-01,-6.169732171668278475e-01,-9.254598257502424374e-01
-9.293320425943858432e-01,-6.195546950629233773e-01,-9.293320425943858432e-01,-7.744433688286549433e-01,-9.293320425943858432e-01,-6.195546950629233773e-01,-9.293320425943858432e-01
-9.332042594385292489e-01,-6.221361729590191292e-01,-9.332042594385292489e-01,-7.776702161987745221e-01,-9.332042594385292489e-01,-6.221361729590191292e-01,-9.332042594385292489e-01
-9.370764762826717664e-01,-6.247176508551146590e-01,-9.370764762826717664e-01,-7.808970635688941009e-01,-9.370764762826717664e-01,-6.247176508551146590e-01,-9.370764762826717664e-01
-9.409486931268151721e-01,-6.272991287512097447e-01,-9.409486931268151721e-01,-7.841239109390127915e-01,-9.409486931268151721e-01,-6.272991287512097447e-01,-9.409486931268151721e-01
-9.448209099709585779e-01,-6.298806066473054965e-01,-9.448209099709585779e-01,-7.873507583091323703e-01,-9.448209099709585779e-01,-6.298806066473054965e-01,-9.448209099709585779e-01
-9.486931268151019836e-01,-6.324620845434010263e-01,-9.486931268151019836e-01,-7.905776056792519491e-01,-9.486931268151019836e-01,-6.324620845434010263e-01,-9.486931268151019836e-01
-9.525653436592453893e-01,-6.350435624394965561e-01,-9.525653436592453893e-01,-7.938044530493715278e-01,-9.525653436592453893e-01,-6.350435624394965561e-01,-9.525653436592453893e-01
-9.564375605033887950e-01,-6.376250403355920859e-01,-9.564375605033887950e-01,-7.970313004194906625e-01,-9.564375605033887950e-01,-6.376250403355920859e-01,-9.564375605033887950e-01
-9.603097773475317567e-01,-6.402065182316878378e-01,-9.603097773475317567e-01,-8.002581477896102413e-01,-9.603097773475317567e-01,-6.402065182316878378e-01,-9.603097773475317567e-01
-9.641819941916751624e-01,-6.427879961277829235e-01,-9.641819941916751624e-01,-8.034849951597293760e-01,-9.641819941916751624e-01,-6.427879961277829235e-01,-9.641819941916751624e-01
-9.680542110358185681e-01,-6.453694740238784533e-01,-9.680542110358185681e-01,-8.067118425298489548e-01,-9.680542110358185681e-01,-6.453694740238784533e-01,-9.680542110358185681e-01
-9.719264278799619738e-01,-6.479509519199742051e-01,-9.719264278799619738e-01,-8.099386898999680895e-01,-9.719264278799619738e-01,-6.479509519199742051e-01,-9.719264278799619738e-01
